,t1_inhibitorKills,t1_dragonKills,t1_baronKills,t2_inhibitorKills,t2_dragonKills,t2_baronKills,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,winner
48082,0,1,1,1,3,1,2,2,2,2,1,0,2
48083,0,0,0,0,2,0,2,2,0,0,2,2,2
48084,0,0,0,3,1,0,1,2,2,0,2,2,2
48085,0,2,0,0,0,0,1,1,0,0,1,1,1
48086,0,0,1,2,3,1,1,2,2,1,2,0,2
48087,2,2,0,0,2,0,2,2,1,0,1,1,1
48088,0,0,0,0,0,0,2,2,0,0,0,1,2
48089,0,0,0,2,3,0,2,2,2,0,2,2,2
48090,0,0,0,1,3,1,1,2,2,2,2,1,2
48091,2,2,0,0,0,0,2,1,1,0,1,0,1
48092,0,2,0,1,1,1,2,1,2,2,1,1,2
48093,0,1,0,3,3,2,1,2,2,2,1,0,2
48094,0,1,0,0,1,0,2,1,0,0,1,0,2
48095,1,3,0,0,0,0,1,1,1,0,1,1,1
48096,1,0,0,2,3,1,2,1,1,2,2,0,2
48097,2,1,1,1,2,0,1,1,1,1,2,0,1
48098,2,1,1,2,3,1,2,2,2,2,1,1,1
48099,1,3,2,2,1,1,2,1,1,1,1,2,2
48100,3,2,1,0,1,0,1,1,1,1,1,1,1
48101,6,4,1,0,1,0,2,1,1,1,2,0,1
48102,3,1,0,0,1,0,1,1,1,0,2,1,1
48103,0,3,0,1,0,1,2,1,2,2,1,1,2
48104,4,4,2,0,0,0,1,2,1,1,1,0,1
48105,0,0,0,0,0,0,1,2,0,0,0,0,2
48106,0,1,0,2,1,1,1,2,2,2,1,0,2
48107,1,2,1,0,1,0,1,1,1,1,1,0,1
48108,0,0,0,1,3,0,2,2,2,0,2,2,2
48109,0,0,0,3,3,1,2,2,2,2,2,2,2
48110,0,0,0,2,3,2,1,2,2,2,2,2,2
48111,1,3,1,0,1,0,1,2,1,1,1,0,1
48112,1,2,0,0,0,0,2,2,1,0,1,2,1
48113,3,3,2,0,0,0,2,2,1,1,1,0,1
48114,2,3,1,0,0,0,1,1,1,1,1,1,1
48115,0,0,0,1,3,1,2,2,2,2,2,2,2
48116,2,0,0,0,3,1,2,1,1,2,2,0,1
48117,0,1,2,2,3,0,1,2,2,1,2,0,2
48118,0,2,0,0,0,0,2,1,0,0,1,2,1
48119,1,0,0,0,1,0,2,2,1,0,2,2,1
48120,3,5,2,0,0,1,1,1,1,1,1,1,1
48121,0,0,0,1,3,1,2,1,2,2,2,2,2
48122,0,0,0,0,0,0,0,0,0,0,0,0,1
48123,1,3,0,0,1,0,2,2,1,0,2,0,1
48124,0,0,0,2,2,0,2,2,2,0,2,2,2
48125,0,2,0,1,1,1,1,1,2,2,1,0,2
48126,2,2,1,0,1,0,2,1,1,1,1,1,1
48127,0,0,0,1,2,0,1,2,2,0,2,2,2
48128,0,0,0,0,1,0,2,2,0,0,2,1,2
48129,0,1,0,2,3,1,1,1,2,2,2,0,2
48130,3,3,1,0,1,0,1,1,1,1,1,1,1
48131,1,2,1,0,1,0,1,1,1,1,1,0,1
48132,0,0,0,3,3,1,2,2,2,2,2,0,2
48133,0,0,0,2,3,1,1,2,2,2,2,0,2
48134,2,2,0,0,0,0,1,2,1,0,1,0,1
48135,0,1,0,2,2,0,1,1,2,0,2,0,2
48136,2,3,0,1,1,1,2,1,1,2,1,0,2
48137,0,0,0,2,1,1,2,2,2,2,2,2,2
48138,0,1,0,4,3,1,2,2,2,2,1,1,2
48139,3,2,0,0,0,0,1,2,1,0,1,0,1
48140,2,2,0,0,1,0,1,1,1,0,1,2,1
48141,0,0,0,0,1,0,2,2,0,0,2,2,2
48142,0,1,0,1,1,0,2,2,2,0,2,2,2
48143,0,2,0,3,2,1,2,2,2,2,1,0,2
48144,1,1,0,0,0,0,1,1,1,0,1,0,1
48145,0,1,0,4,2,2,1,2,2,2,1,0,2
48146,0,0,0,1,2,0,1,2,2,0,2,2,2
48147,0,0,0,0,0,0,1,2,0,0,0,0,2
48148,0,0,0,3,1,0,2,2,2,0,2,0,2
48149,0,2,0,3,1,0,1,1,2,0,1,0,2
48150,0,1,1,1,2,0,1,2,2,1,1,0,2
48151,1,4,1,2,0,0,2,2,2,1,1,2,1
48152,2,4,2,0,1,1,1,1,1,1,1,2,1
48153,0,0,0,4,4,1,1,2,2,2,2,0,2
48154,0,0,0,0,0,0,1,1,0,0,0,0,1
48155,3,2,0,0,0,0,2,1,1,0,1,0,1
48156,0,0,0,2,3,1,1,1,2,2,2,0,2
48157,0,0,0,2,2,0,2,2,2,0,2,2,2
48158,3,2,0,0,2,1,2,2,1,2,2,0,1
48159,0,2,0,3,2,2,1,2,2,2,2,0,2
48160,0,1,0,2,1,1,2,2,2,2,1,0,2
48161,0,4,1,5,2,1,1,1,2,1,1,1,2
48162,0,1,0,3,2,1,1,2,2,2,2,0,2
48163,1,1,0,0,0,0,1,1,1,0,1,0,1
48164,3,1,1,0,1,0,2,1,1,1,1,0,1
48165,0,0,0,2,2,1,2,2,2,2,2,0,2
48166,0,1,0,0,1,0,1,2,0,0,1,0,2
48167,0,1,0,2,1,1,2,2,2,2,2,0,2
48168,1,2,0,0,0,0,1,1,1,0,1,0,1
48169,3,2,1,0,0,0,2,1,1,1,1,1,1
48170,0,1,0,1,2,1,1,2,2,2,1,0,2
48171,0,3,0,1,1,2,1,1,2,2,1,1,2
48172,2,3,1,0,0,0,1,1,1,1,1,0,1
48173,1,3,0,2,2,1,2,1,2,2,1,0,2
48174,5,3,1,0,0,1,2,2,1,1,1,0,1
48175,0,3,1,1,1,1,2,2,2,2,2,1,2
48176,0,0,0,3,4,1,1,1,2,2,2,2,2
48177,2,2,0,0,0,0,2,1,1,0,1,0,1
48178,0,0,0,2,0,0,2,2,2,0,0,0,2
48179,2,3,1,0,1,0,1,1,1,1,2,0,1
48180,2,1,0,0,0,0,1,1,1,0,1,0,1
48181,0,0,0,2,3,1,1,1,2,2,2,0,2
48182,0,0,0,2,2,0,2,2,2,0,2,0,2
48183,0,2,0,0,0,0,1,1,0,0,1,1,1
48184,0,1,0,3,3,1,2,2,2,2,2,2,2
48185,3,3,0,0,0,0,1,1,1,0,1,1,1
48186,1,1,1,0,0,0,1,1,1,1,1,1,1
48187,1,1,1,0,3,0,1,1,1,1,2,2,1
48188,0,1,0,1,2,1,2,1,2,2,2,2,2
48189,2,2,0,0,0,0,1,1,1,0,1,0,1
48190,0,0,0,0,0,0,1,1,0,0,0,0,1
48191,0,2,0,1,0,1,1,1,2,2,1,1,2
48192,1,3,1,0,0,0,1,1,1,1,1,0,1
48193,2,2,0,0,0,1,2,2,1,2,1,1,1
48194,3,3,0,0,0,0,1,1,1,0,1,0,1
48195,0,2,0,3,1,1,2,2,2,2,1,0,2
48196,0,2,0,2,0,1,1,1,2,2,1,1,2
48197,0,1,0,2,3,2,2,1,2,2,1,1,2
48198,0,0,0,0,2,1,2,1,0,2,2,1,2
48199,0,1,0,0,0,0,1,1,0,0,1,0,1
48200,0,0,1,5,4,1,1,1,2,1,2,0,2
48201,0,2,0,2,1,1,1,1,2,2,1,1,2
48202,0,2,1,1,2,0,2,2,2,1,1,0,2
48203,0,0,0,1,1,0,1,2,2,0,2,0,2
48204,1,1,3,1,5,0,1,2,2,1,2,0,1
48205,0,0,0,3,2,1,1,2,2,2,2,2,2
48206,1,1,1,0,2,0,2,1,1,1,1,1,1
48207,0,1,0,1,2,0,2,2,2,0,1,0,2
48208,4,3,1,0,2,0,1,1,1,1,2,1,1
48209,0,1,0,0,2,0,1,1,0,0,2,1,1
48210,0,1,0,0,1,0,1,2,0,0,1,2,2
48211,6,6,1,0,0,1,2,1,1,2,1,1,1
48212,4,3,2,0,2,0,2,2,1,1,2,0,1
48213,0,2,0,0,0,0,1,1,0,0,1,1,2
48214,5,1,2,1,2,0,2,1,2,1,2,1,1
48215,1,2,0,0,3,1,1,1,1,2,2,0,1
48216,0,0,0,2,2,0,2,1,2,0,2,0,2
48217,0,0,0,2,0,0,2,2,2,0,0,0,2
48218,2,2,0,1,1,1,1,2,1,2,1,2,1
48219,0,1,0,2,3,0,2,2,2,0,1,0,2
48220,0,0,0,3,4,1,2,2,2,2,2,0,2
48221,0,2,2,4,2,0,1,1,2,1,2,1,2
48222,4,2,1,1,3,1,1,2,2,1,1,1,1
48223,1,1,2,2,3,0,2,2,2,1,1,1,1
48224,3,2,2,0,2,0,2,2,1,1,2,0,1
48225,0,0,0,3,2,1,1,2,2,2,2,0,2
48226,0,2,1,4,3,1,1,1,2,1,1,0,2
48227,0,0,0,0,0,0,0,0,0,0,0,0,1
48228,3,2,0,0,1,0,1,1,1,0,2,1,1
48229,1,0,1,0,3,0,2,2,1,1,2,0,1
48230,1,0,2,0,2,0,1,1,1,1,2,1,1
48231,0,0,0,2,3,1,2,2,2,2,2,2,2
48232,0,0,0,3,4,1,2,2,2,2,2,0,2
48233,1,2,0,2,2,1,1,1,2,2,1,1,2
48234,0,1,0,1,2,1,2,2,2,2,2,0,2
48235,2,2,1,0,1,0,2,1,1,1,2,0,1
48236,0,3,1,1,2,1,2,1,2,1,2,1,2
48237,0,0,0,1,2,1,2,2,2,2,2,1,2
48238,2,3,1,0,1,0,2,2,1,1,1,1,1
48239,1,2,1,0,1,0,1,1,1,1,2,0,1
48240,0,1,0,2,2,0,1,1,2,0,1,2,2
48241,0,0,0,0,1,0,1,2,0,0,2,0,2
48242,0,0,0,2,2,0,2,1,2,0,2,1,2
48243,0,1,1,0,1,0,2,2,0,1,2,1,1
48244,1,2,0,2,1,2,2,2,1,2,1,2,2
48245,1,1,1,0,2,1,1,1,1,2,1,1,1
48246,3,2,0,0,0,0,2,1,1,0,1,0,1
48247,1,2,1,0,2,0,1,2,1,1,2,2,1
48248,0,0,0,2,3,1,2,1,2,2,2,0,2
48249,2,0,1,0,5,0,2,2,1,1,2,0,1
48250,0,3,0,0,1,1,1,1,0,2,1,0,1
48251,2,3,1,0,0,0,1,1,1,1,1,0,1
48252,0,0,0,2,2,0,2,2,2,0,2,0,2
48253,0,0,0,2,3,0,1,2,2,0,2,0,2
48254,3,3,1,0,1,0,1,1,1,1,2,2,1
48255,2,2,1,0,0,0,2,1,1,1,1,2,1
48256,0,2,0,0,1,0,2,2,0,0,2,0,1
48257,0,0,0,2,0,0,1,2,2,0,0,0,2
48258,0,0,0,3,3,0,1,2,2,0,2,2,2
48259,3,3,1,0,0,0,1,2,1,1,1,0,1
48260,0,1,0,0,1,0,1,2,0,0,1,2,2
48261,0,0,0,2,3,2,1,2,2,2,2,1,2
48262,2,2,1,0,1,0,1,1,1,1,1,0,1
48263,0,1,0,1,3,1,2,1,2,2,2,1,2
48264,4,1,1,0,1,0,2,1,1,1,1,0,1
48265,2,3,1,0,0,0,1,1,1,1,1,0,1
48266,2,3,2,0,1,0,2,1,1,1,1,0,1
48267,0,1,0,1,1,1,1,2,2,2,1,2,2
48268,0,0,0,1,1,0,2,2,2,0,2,2,2
48269,2,2,1,0,1,0,2,2,1,1,1,2,1
48270,0,0,1,1,3,1,2,2,2,1,2,0,2
48271,5,3,0,0,1,0,1,1,1,0,1,0,1
48272,1,2,1,3,3,1,1,1,1,1,2,1,2
48273,2,4,1,1,1,1,1,1,1,1,1,0,2
48274,2,2,0,0,0,0,1,1,1,0,1,0,1
48275,3,3,1,0,0,0,1,1,1,1,1,0,1
48276,2,1,0,0,0,0,2,1,1,0,1,1,1
48277,1,2,1,0,2,0,1,1,1,1,2,1,1
48278,1,3,1,0,0,0,1,1,1,1,1,0,1
48279,1,1,0,0,0,0,1,1,1,0,1,0,1
48280,0,3,0,5,2,3,2,2,2,2,2,1,2
48281,5,3,1,0,0,0,2,1,1,1,1,1,1
48282,2,3,1,0,1,1,1,2,1,2,1,2,1
48283,0,1,0,1,2,1,2,2,2,2,2,2,2
48284,4,1,1,0,1,0,1,1,1,1,2,0,1
48285,3,2,1,0,0,0,1,1,1,1,1,0,1
48286,2,3,0,0,1,1,1,1,1,2,2,1,1
48287,0,1,0,3,3,1,2,2,2,2,2,0,2
48288,3,0,0,0,0,0,2,1,1,0,0,0,1
48289,1,3,0,0,0,0,1,1,1,0,1,1,1
48290,1,0,1,4,5,2,1,2,2,2,2,1,1
48291,4,2,1,0,0,0,1,1,1,1,1,1,1
48292,1,2,1,0,0,0,1,1,1,1,1,0,1
48293,2,1,0,0,0,0,1,1,1,0,1,0,1
48294,2,1,1,0,1,0,2,2,1,1,2,2,1
48295,0,0,0,3,0,0,2,2,2,0,0,2,2
48296,0,1,0,2,2,1,2,2,2,2,2,2,2
48297,1,0,2,0,3,0,1,2,1,1,2,2,1
48298,2,0,0,0,0,0,1,1,1,0,0,0,1
48299,0,0,0,3,2,0,1,2,2,0,2,2,2
48300,0,1,0,1,3,1,2,2,2,2,2,0,2
48301,2,2,2,1,2,0,2,2,1,1,2,0,2
48302,0,2,0,0,0,0,1,1,0,0,1,0,1
48303,0,0,0,0,0,0,0,0,0,0,0,0,1
48304,0,0,0,0,0,0,0,0,0,0,0,0,1
48305,0,1,1,2,3,0,1,2,2,1,2,0,2
48306,0,0,0,0,2,0,1,1,0,0,2,0,1
48307,0,0,0,3,2,1,2,2,2,2,2,1,2
48308,4,1,0,0,3,2,1,1,1,2,2,1,1
48309,0,0,0,1,4,0,1,1,2,0,2,2,2
48310,1,2,1,0,0,0,2,1,1,1,1,0,1
48311,0,4,0,1,0,0,2,1,2,0,1,0,2
48312,1,1,0,2,2,1,2,2,1,2,2,1,2
48313,0,0,0,1,2,0,2,2,2,0,2,2,2
48314,2,3,1,0,2,1,1,2,1,2,1,1,1
48315,0,0,0,1,3,1,1,2,2,2,2,0,2
48316,3,3,2,0,0,0,1,2,1,1,1,1,1
48317,0,0,0,4,3,2,1,1,2,2,2,2,2
48318,0,2,0,3,3,2,1,2,2,2,2,2,2
48319,0,0,0,1,3,1,2,2,2,2,2,0,2
48320,0,0,0,2,4,1,1,2,2,2,2,2,2
48321,0,0,0,1,3,0,2,2,2,0,2,1,2
48322,1,4,2,2,0,0,2,2,2,1,1,2,1
48323,0,1,0,1,2,0,1,2,2,0,1,2,2
48324,1,2,0,0,0,0,1,1,1,0,1,1,1
48325,0,3,1,1,0,0,2,1,2,1,1,0,2
48326,1,2,1,1,1,0,2,2,2,1,1,0,1
48327,3,4,1,1,1,3,2,1,1,1,1,0,1
48328,3,3,0,0,0,0,2,1,1,0,1,1,1
48329,0,0,0,2,2,0,1,2,2,0,2,2,2
48330,2,1,1,0,4,1,1,2,1,1,2,0,1
48331,1,2,0,0,0,0,2,1,1,0,1,0,1
48332,0,0,0,2,2,0,2,2,2,0,2,0,2
48333,1,0,0,1,5,1,2,2,1,2,2,0,2
48334,0,1,1,3,2,0,2,2,2,1,1,0,2
48335,0,5,1,2,1,1,1,1,2,1,1,1,2
48336,0,0,0,0,3,1,1,1,0,2,2,1,2
48337,3,1,0,0,4,2,2,1,1,2,2,0,1
48338,1,0,1,0,1,0,1,1,1,1,2,2,1
48339,0,0,0,1,2,1,1,2,2,2,2,0,2
48340,3,3,1,0,1,0,2,1,1,1,1,0,1
48341,1,3,0,4,1,2,1,2,2,2,1,2,2
48342,2,3,0,0,0,0,1,1,1,0,1,1,1
48343,0,1,0,3,3,1,2,2,2,2,2,2,2
48344,0,0,0,2,3,1,1,2,2,2,2,2,2
48345,0,1,0,2,3,1,1,2,2,2,2,2,2
48346,0,0,0,0,0,0,1,0,0,0,0,0,1
48347,0,4,0,0,0,2,1,1,0,2,1,1,2
48348,0,0,0,1,3,0,1,1,2,0,2,1,2
48349,0,1,0,3,3,0,1,2,2,0,2,0,2
48350,1,2,0,0,1,0,2,1,1,0,2,0,1
48351,0,0,0,3,3,1,1,2,2,2,2,0,2
48352,0,2,0,2,1,0,2,1,2,0,1,2,2
48353,2,1,1,0,2,0,1,1,1,1,2,0,1
48354,2,1,0,3,3,1,1,2,2,2,2,2,2
48355,0,0,0,3,3,1,2,2,2,2,2,2,2
48356,0,0,0,0,1,0,2,1,0,0,2,0,2
48357,3,4,1,0,0,0,2,1,1,1,1,1,1
48358,0,2,0,1,1,0,1,1,2,0,1,1,2
48359,1,1,1,0,2,0,2,2,1,1,2,2,1
48360,3,1,1,0,1,0,1,1,1,1,2,0,1
48361,1,0,1,0,3,0,2,1,1,1,2,0,1
48362,2,3,0,0,0,0,1,1,1,0,1,1,1
48363,0,0,0,1,2,1,2,2,2,2,2,0,2
48364,0,1,0,2,2,1,2,2,2,2,1,1,2
48365,3,5,2,0,0,0,1,1,1,1,1,0,1
48366,7,5,2,1,0,1,2,1,1,1,1,1,2
48367,0,1,0,2,1,0,2,2,2,0,2,2,2
48368,1,1,2,4,4,0,2,2,2,1,2,1,2
48369,0,0,0,3,3,1,1,2,2,2,2,2,2
48370,3,0,0,0,2,0,1,1,1,0,2,1,1
48371,0,0,0,0,0,0,2,0,0,0,0,0,1
48372,0,1,0,3,1,1,2,2,2,2,2,0,2
48373,1,2,1,0,2,0,2,1,1,1,1,1,1
48374,2,3,1,0,0,0,1,1,1,1,1,0,1
48375,2,2,0,0,0,0,1,1,1,0,1,1,1
48376,0,0,0,1,2,1,1,2,2,2,2,0,2
48377,3,2,1,0,2,0,2,1,1,1,2,0,1
48378,0,0,0,1,1,0,1,1,2,0,2,1,2
48379,0,1,0,2,4,1,1,2,2,2,2,2,2
48380,0,1,0,4,2,0,1,2,2,0,1,2,2
48381,2,3,0,0,1,0,2,2,1,0,1,0,1
48382,0,4,1,3,0,1,1,1,2,1,1,1,2
48383,0,0,0,0,0,0,1,1,0,0,0,0,1
48384,2,1,1,0,2,1,2,2,1,1,2,0,1
48385,5,0,1,0,4,1,2,2,1,2,2,2,1
48386,0,1,0,2,1,0,2,2,2,0,2,0,2
48387,4,2,2,0,2,0,1,1,1,1,1,1,1
48388,2,4,2,0,0,0,2,1,1,1,1,1,1
48389,0,2,0,1,1,1,1,1,2,2,1,2,2
48390,0,1,0,2,3,2,2,1,2,2,2,1,2
48391,3,3,1,0,0,0,1,1,1,1,1,2,1
48392,0,0,0,1,4,1,1,2,2,2,2,0,2
48393,0,0,0,3,3,1,1,1,2,2,2,2,2
48394,3,2,1,0,1,0,2,1,1,1,2,1,1
48395,0,1,0,3,2,1,2,2,2,2,1,2,2
48396,0,1,1,1,3,1,2,2,2,1,2,0,2
48397,1,0,0,0,2,1,2,2,1,2,2,0,1
48398,0,0,1,3,3,0,2,2,2,1,2,2,2
48399,2,1,0,0,1,0,2,1,1,0,2,1,1
48400,2,2,1,0,0,0,2,1,1,1,1,1,1
48401,0,1,0,1,0,1,2,1,2,2,1,1,2
48402,3,2,1,0,2,0,1,1,1,1,1,2,1
48403,0,0,0,3,2,0,2,2,2,0,2,0,2
48404,0,0,0,0,1,0,2,2,0,0,2,1,2
48405,3,1,1,0,0,0,1,1,1,1,1,1,1
48406,0,1,0,0,3,1,2,1,0,2,2,1,1
48407,0,0,0,2,3,0,2,2,2,0,2,0,2
48408,0,0,0,0,1,0,2,2,0,0,2,0,2
48409,0,0,0,2,3,0,1,1,2,0,2,0,2
48410,1,1,0,0,0,1,2,1,1,2,1,0,1
48411,1,3,1,0,2,1,2,1,1,2,1,1,1
48412,1,2,0,0,0,0,1,1,1,0,1,1,1
48413,1,1,1,0,1,0,1,2,1,1,2,1,1
48414,0,2,0,1,1,0,1,2,2,0,2,0,2
48415,0,1,0,0,0,0,1,1,0,0,1,0,1
48416,1,4,0,0,0,0,2,2,1,0,1,1,1
48417,0,2,0,1,1,1,2,2,2,2,1,1,2
48418,3,3,1,0,0,0,1,2,1,1,1,0,1
48419,0,0,0,0,1,0,1,1,0,0,2,2,1
48420,0,0,1,3,3,0,2,2,2,1,2,0,2
48421,2,2,0,0,0,0,2,1,1,0,1,1,1
48422,1,2,0,4,3,2,1,2,2,2,2,2,2
48423,3,3,1,0,1,1,2,1,1,1,1,1,1
48424,3,0,1,0,4,0,2,1,1,1,2,0,1
48425,0,2,0,0,1,0,1,1,0,0,2,0,1
48426,0,1,0,3,1,1,1,2,2,2,2,2,2
48427,3,1,1,0,1,0,1,1,1,1,2,1,1
48428,2,1,1,0,2,0,2,1,1,1,2,0,1
48429,3,2,1,0,2,0,2,2,1,1,1,0,1
48430,3,2,1,0,0,0,1,1,1,1,1,1,1
48431,3,1,1,0,2,0,2,1,1,1,2,0,1
48432,0,1,0,0,1,0,1,1,0,0,2,0,1
48433,0,0,0,2,3,1,1,2,2,2,2,1,2
48434,2,3,0,0,0,0,1,1,1,0,1,1,1
48435,1,2,0,0,1,0,1,1,1,0,1,0,1
48436,4,5,1,4,1,2,1,1,1,2,1,2,1
48437,2,0,0,0,4,1,1,1,1,2,2,1,1
48438,1,1,0,1,3,2,2,1,1,2,2,2,2
48439,0,0,0,2,3,0,2,2,2,0,2,0,2
48440,3,3,0,0,0,0,2,1,1,0,1,1,1
48441,0,1,0,2,2,0,2,1,2,0,1,0,2
48442,2,2,0,0,0,0,2,1,1,0,1,1,1
48443,0,0,0,2,4,0,2,2,2,0,2,2,2
48444,0,0,0,0,1,0,2,2,0,0,2,0,2
48445,2,3,1,0,0,0,1,1,1,1,1,0,1
48446,2,1,0,0,0,0,1,1,1,0,1,1,1
48447,1,2,0,0,0,1,1,2,1,2,1,2,1
48448,3,3,1,0,0,0,1,1,1,1,1,1,1
48449,3,1,0,0,1,0,2,1,1,0,2,1,1
48450,0,1,0,2,4,1,1,1,2,2,2,1,2
48451,0,0,0,2,1,0,2,2,2,0,2,0,2
48452,0,0,0,0,3,0,2,2,0,0,2,0,2
48453,0,2,0,1,1,2,2,1,2,2,1,0,2
48454,0,0,0,3,3,0,2,2,2,0,2,0,2
48455,1,4,1,0,0,1,2,2,1,2,1,0,1
48456,0,0,0,0,1,0,1,1,0,0,2,0,2
48457,0,1,0,0,0,0,1,1,0,0,1,0,1
48458,2,4,0,0,1,1,2,1,1,2,1,0,1
48459,0,0,0,5,4,2,1,2,2,2,2,0,2
48460,3,3,1,0,0,0,1,1,1,1,1,2,1
48461,0,0,0,2,4,1,1,2,2,2,2,1,2
48462,0,0,0,2,2,0,2,2,2,0,2,0,2
48463,0,1,0,1,1,1,2,2,2,2,2,2,2
48464,0,0,0,1,0,0,1,2,2,0,0,2,2
48465,3,4,0,0,0,0,2,2,1,0,1,2,1
48466,2,1,0,0,0,0,1,1,1,0,1,1,1
48467,0,0,0,1,1,0,2,2,2,0,2,2,2
48468,3,1,0,0,0,0,1,1,1,0,1,2,1
48469,2,3,0,2,0,1,1,2,1,2,1,1,2
48470,0,1,0,2,2,1,2,2,2,2,2,2,2
48471,2,3,2,0,0,0,1,1,1,1,1,1,1
48472,2,0,1,0,1,0,2,1,1,1,2,1,1
48473,3,2,0,0,0,0,1,1,1,0,1,1,1
48474,3,2,1,0,0,0,2,2,1,1,1,0,1
48475,3,3,1,0,2,1,2,1,1,2,2,0,1
48476,0,0,0,2,0,1,2,2,2,2,0,0,2
48477,0,0,0,2,3,1,2,2,2,2,2,1,2
48478,1,1,0,3,1,1,2,2,2,2,1,0,2
48479,0,0,0,0,0,0,2,2,0,0,0,0,2
48480,0,0,0,1,2,1,2,2,2,2,2,2,2
48481,1,2,0,0,1,0,2,1,1,0,1,0,1
48482,0,0,0,3,2,1,2,2,2,2,2,0,2
48483,2,1,0,0,1,0,2,1,1,0,2,0,1
48484,1,1,1,0,1,0,1,1,1,1,1,1,1
48485,0,4,0,3,0,1,1,1,2,2,1,2,2
48486,0,2,0,0,0,0,1,1,0,0,1,1,1
48487,0,2,1,4,1,1,2,2,2,2,1,0,2
48488,0,2,0,0,1,0,1,2,0,0,2,2,1
48489,0,1,0,4,2,0,2,2,2,0,1,0,2
48490,1,3,1,0,0,0,1,1,1,1,1,0,1
48491,0,1,0,3,1,1,1,1,2,2,2,1,2
48492,1,2,0,0,0,0,2,1,1,0,1,0,1
48493,0,0,0,2,2,0,2,1,2,0,2,0,2
48494,1,1,0,0,0,0,1,2,1,0,1,0,1
48495,3,2,0,0,0,0,1,1,1,0,1,1,1
48496,3,1,1,0,1,0,1,1,1,1,2,1,1
48497,0,2,0,2,0,1,2,2,2,2,1,2,2
48498,0,0,0,0,0,0,2,0,0,0,0,0,2
48499,0,1,0,1,3,0,2,2,2,0,2,0,2
48500,0,1,0,2,2,0,2,2,2,0,2,0,2
48501,0,1,0,3,2,1,1,2,2,2,1,2,2
48502,0,0,1,3,3,1,2,1,2,1,2,0,2
48503,2,2,1,0,0,0,1,1,1,1,1,1,1
48504,0,1,0,0,0,0,1,2,0,0,1,0,1
48505,0,2,0,1,3,2,1,1,2,2,1,2,2
48506,3,4,0,0,0,1,1,2,1,2,1,0,1
48507,3,3,0,0,0,0,2,1,1,0,1,0,1
48508,0,0,0,2,4,1,2,2,2,2,2,0,2
48509,0,0,0,0,1,0,1,1,0,0,2,0,1
48510,0,2,0,1,1,1,1,1,2,2,1,0,2
48511,0,1,0,2,4,1,1,2,2,2,1,0,2
48512,0,1,0,1,2,0,1,1,2,0,1,0,2
48513,0,0,0,3,2,1,2,2,2,2,2,2,2
48514,0,1,0,2,1,0,2,2,2,0,2,2,2
48515,0,0,0,3,4,1,2,2,2,2,2,2,2
48516,2,1,0,0,0,0,1,1,1,0,1,1,1
48517,0,1,0,1,2,1,2,2,2,2,1,2,2
48518,0,1,0,2,4,1,2,1,2,2,2,0,2
48519,3,2,0,0,0,0,2,2,1,0,1,1,1
48520,0,0,0,0,1,0,2,2,0,0,2,0,2
48521,0,1,0,2,2,1,1,2,2,2,1,1,2
48522,1,2,1,0,0,0,1,1,1,1,1,1,1
48523,0,1,1,3,4,0,2,2,2,1,2,0,2
48524,4,4,1,6,0,2,2,2,1,1,1,1,2
48525,3,2,0,0,0,0,1,1,1,0,1,0,1
48526,0,1,1,0,3,1,2,2,0,1,2,0,2
48527,0,0,0,3,5,1,2,1,2,2,2,2,2
48528,4,3,1,0,0,0,1,1,1,1,1,1,1
48529,0,0,0,1,2,0,2,2,2,0,2,1,2
48530,0,3,0,0,0,0,1,1,0,0,1,0,1
48531,0,0,0,0,0,0,1,0,0,0,0,0,2
48532,0,0,0,2,2,1,2,2,2,2,2,0,2
48533,0,1,0,1,1,2,2,2,2,2,2,1,2
48534,0,0,0,0,0,0,0,0,0,0,0,0,1
48535,0,0,0,3,1,0,2,2,2,0,2,2,2
48536,0,0,0,3,2,1,1,2,2,2,2,2,2
48537,1,1,2,0,3,0,1,2,1,1,2,0,1
48538,0,0,0,2,2,1,2,2,2,2,2,1,2
48539,1,2,0,0,1,1,2,1,1,2,1,0,1
48540,2,3,0,0,1,0,1,2,1,0,2,0,1
48541,2,2,0,0,2,1,2,2,1,2,2,2,1
48542,0,0,0,0,2,0,2,2,0,0,2,2,2
48543,0,0,0,2,3,0,1,2,2,0,2,2,2
48544,0,0,0,1,1,1,1,2,2,2,2,2,2
48545,2,2,2,0,3,0,2,2,1,1,2,0,1
48546,1,1,0,0,0,0,1,1,1,0,1,1,1
48547,3,2,0,0,2,1,2,1,1,2,2,0,1
48548,0,1,0,2,2,1,2,1,2,2,1,0,2
48549,0,0,0,3,3,1,1,2,2,2,2,0,2
48550,0,1,0,0,0,0,2,2,0,0,1,2,2
48551,0,0,0,2,1,0,2,2,2,0,2,0,2
48552,3,4,1,0,0,0,2,1,1,1,1,0,1
48553,1,2,0,0,0,0,1,1,1,0,1,1,1
48554,0,0,1,2,3,0,2,2,2,1,2,0,2
48555,0,1,0,0,0,0,1,1,0,0,1,0,1
48556,2,4,1,0,0,0,2,2,1,1,1,2,1
48557,1,2,1,0,1,0,1,2,1,1,1,1,1
48558,1,0,1,0,4,0,1,2,1,1,2,1,1
48559,0,1,0,1,2,1,2,1,2,2,1,0,2
48560,1,2,0,0,0,0,1,1,1,0,1,0,1
